product_id,product_name,description,brand,color,size,price,material,target_category
P1527,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,Green,L,1381.72,Mesh,Home Appliances
P1528,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Sony,Blue,Full,2911.74,Rubber,Home Appliances
P1529,Sneakers,Sneakers with high quality features for everyday use,Nike,White,XL,3138.03,Silicon,Footwear
P1530,Football,Football with high quality features for everyday use,Wildcraft,Brown,43inch,128.74,Cotton,Sports
P1531,Skipping Rope,Skipping Rope with high quality features for everyday use,Samsung,Yellow,XL,3238.08,Mesh,Sports
P1532,Jeans,Jeans with high quality features for everyday use,Samsung,Black,9,2974.76,Leather,Clothing
P1533,Football,Football with high quality features for everyday use,Sony,Blue,43inch,2188.5,Silicon,Sports
P1534,LED TV,LED TV with high quality features for everyday use,Roadster,Black,Full,100.0,Cotton,Electronics
P1535,Yoga Mat,Yoga Mat with high quality features for everyday use,Sony,Red,9,2115.83,Silicon,Sports
P1536,Laptop,Laptop with high quality features for everyday use,Sony,Blue,Full,1696.88,Leather,Electronics
P1537,Belt,Belt with high quality features for everyday use,Nike,Yellow,6mm,310.92,Wood,Accessories
P1538,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,Green,Full,1747.13,Steel,Footwear
P1539,Formal Shoes,Formal Shoes with high quality features for everyday use,Van Heusen,Yellow,9,100.0,Leather,Footwear
P1540,Cricket Bat,Cricket Bat with high quality features for everyday use,Nike,Green,43inch,100.0,Mesh,Sports
P1541,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Samsung,Blue,1.5L,1566.01,Leather,Clothing
P1542,Watch,Watch with high quality features for everyday use,Wildcraft,Brown,6mm,1039.4,Cotton,Accessories
P1543,Toaster,Toaster with high quality features for everyday use,boAt,Yellow,1.5L,195.4,Cotton,Home Appliances
P1544,Sneakers,Sneakers with high quality features for everyday use,Sony,Blue,M,2694.12,Plastic,Footwear
P1545,Football,Football with high quality features for everyday use,Van Heusen,White,M,633.43,Steel,Sports
P1546,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Van Heusen,Black,1.5L,2383.81,Wood,Electronics
P1547,Smart Watch,Smart Watch with high quality features for everyday use,Samsung,Black,XL,291.96,Leather,Electronics
P1548,Skipping Rope,Skipping Rope with high quality features for everyday use,Roadster,White,L,100.0,Silicon,Sports
P1549,LED TV,LED TV with high quality features for everyday use,Nike,Grey,L,2811.42,Wood,Electronics
P1550,Toaster,Toaster with high quality features for everyday use,Puma,Yellow,6mm,2359.43,Cotton,Home Appliances
P1551,Running Shoes,Running Shoes with high quality features for everyday use,boAt,Brown,6mm,2173.97,Rubber,Footwear
P1552,Yoga Mat,Yoga Mat with high quality features for everyday use,SG,White,N/A,562.14,Steel,Sports
P1553,Yoga Mat,Yoga Mat with high quality features for everyday use,Philips,Brown,XL,623.47,Plastic,Sports
P1554,Skipping Rope,Skipping Rope with high quality features for everyday use,SG,Green,1.5L,100.0,Silicon,Sports
P1555,Laptop,Laptop with high quality features for everyday use,Roadster,Green,N/A,2644.63,Steel,Electronics
P1556,Cricket Bat,Cricket Bat with high quality features for everyday use,SG,White,S,755.01,Cotton,Sports
P1557,Belt,Belt with high quality features for everyday use,Philips,Red,43inch,2723.83,Mesh,Accessories
P1558,Mixer Grinder,Mixer Grinder with high quality features for everyday use,boAt,White,S,479.57,Mesh,Home Appliances
P1559,Skipping Rope,Skipping Rope with high quality features for everyday use,Van Heusen,Green,1.5L,507.31,Cotton,Sports
P1560,Yoga Mat,Yoga Mat with high quality features for everyday use,Van Heusen,Black,XL,1304.37,Leather,Sports
P1561,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Samsung,Green,43inch,577.8,Cotton,Home Appliances
P1562,Iron,Iron with high quality features for everyday use,boAt,Red,N/A,2823.97,Mesh,Home Appliances
P1563,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,Blue,Full,2163.26,Plastic,Clothing
P1564,Wireless Headphones,Wireless Headphones with high quality features for everyday use,SG,Black,1.5L,989.8,Cotton,Electronics
P1565,Laptop,Laptop with high quality features for everyday use,Philips,Red,S,2922.44,Steel,Electronics
P1566,Sneakers,Sneakers with high quality features for everyday use,Wildcraft,Black,1.5L,100.0,Rubber,Footwear
P1567,Leather Wallet,Leather Wallet with high quality features for everyday use,Nike,Green,S,1167.0,Cotton,Accessories
P1568,Cricket Bat,Cricket Bat with high quality features for everyday use,Wildcraft,Red,N/A,2047.93,Silicon,Sports
P1569,Toaster,Toaster with high quality features for everyday use,Puma,Black,L,2184.98,Plastic,Home Appliances
P1570,Laptop,Laptop with high quality features for everyday use,boAt,Black,1.5L,2390.02,Wood,Electronics
P1571,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Roadster,Yellow,XL,279.41,Leather,Home Appliances
P1572,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Samsung,Yellow,43inch,100.0,Cotton,Home Appliances
P1573,Jeans,Jeans with high quality features for everyday use,Nike,White,M,2339.41,Plastic,Clothing
P1574,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Philips,Brown,43inch,1614.94,Cotton,Clothing
P1575,Power Bank,Power Bank with high quality features for everyday use,Roadster,Grey,M,265.23,Wood,Electronics
P1576,Backpack,Backpack with high quality features for everyday use,boAt,Grey,M,100.0,Leather,Accessories
P1577,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Nike,White,43inch,2669.63,Rubber,Electronics
P1578,Yoga Mat,Yoga Mat with high quality features for everyday use,Van Heusen,Red,Full,100.0,Leather,Sports
P1579,Skipping Rope,Skipping Rope with high quality features for everyday use,Sony,Yellow,6mm,1511.9,Wood,Sports
P1580,Formal Shoes,Formal Shoes with high quality features for everyday use,Samsung,Black,N/A,1267.8,Rubber,Footwear
P1581,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Van Heusen,Red,M,652.36,Plastic,Electronics
P1582,Cricket Bat,Cricket Bat with high quality features for everyday use,Van Heusen,Green,43inch,2161.6,Cotton,Sports
P1583,Sandals,Sandals with high quality features for everyday use,boAt,Black,XL,925.0,Leather,Footwear
P1584,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Sony,Yellow,6mm,815.72,Steel,Electronics
P1585,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Van Heusen,Red,L,3177.57,Mesh,Clothing
P1586,Skipping Rope,Skipping Rope with high quality features for everyday use,Samsung,Yellow,1.5L,741.55,Rubber,Sports
P1587,Belt,Belt with high quality features for everyday use,boAt,Brown,L,1358.47,Silicon,Accessories
P1588,Formal Shoes,Formal Shoes with high quality features for everyday use,Samsung,Brown,Full,2189.16,Plastic,Footwear
P1589,Running Shoes,Running Shoes with high quality features for everyday use,Puma,Yellow,XL,2244.35,Plastic,Footwear
P1590,Leather Wallet,Leather Wallet with high quality features for everyday use,Sony,White,N/A,887.47,Rubber,Accessories
P1591,Belt,Belt with high quality features for everyday use,Wildcraft,Black,S,2615.99,Plastic,Accessories
P1592,Sandals,Sandals with high quality features for everyday use,Nike,Brown,S,1047.09,Rubber,Footwear
P1593,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Nike,White,N/A,2080.21,Rubber,Home Appliances
P1594,Backpack,Backpack with high quality features for everyday use,Samsung,Blue,L,387.73,Rubber,Accessories
P1595,Watch,Watch with high quality features for everyday use,Sony,Brown,N/A,825.45,Mesh,Accessories
P1596,Sneakers,Sneakers with high quality features for everyday use,boAt,Black,XL,3136.7,Cotton,Footwear
P1597,Sweater,Sweater with high quality features for everyday use,Sony,Green,6mm,1188.38,Plastic,Clothing
P1598,Iron,Iron with high quality features for everyday use,Nike,Red,Full,1434.4,Rubber,Home Appliances
P1599,Formal Shoes,Formal Shoes with high quality features for everyday use,SG,Black,S,2037.03,Cotton,Footwear
P1600,Belt,Belt with high quality features for everyday use,Philips,Brown,XL,390.61,Silicon,Accessories
P1601,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Philips,White,S,235.26,Cotton,Home Appliances
P1602,Toaster,Toaster with high quality features for everyday use,Puma,Red,Full,1180.94,Wood,Home Appliances
P1603,Cricket Bat,Cricket Bat with high quality features for everyday use,Philips,White,43inch,1499.16,Steel,Sports
P1604,Sandals,Sandals with high quality features for everyday use,boAt,Red,9,2278.99,Wood,Footwear
P1605,Cricket Bat,Cricket Bat with high quality features for everyday use,Nike,Brown,L,2193.01,Steel,Sports
P1606,Cricket Bat,Cricket Bat with high quality features for everyday use,SG,Grey,43inch,694.87,Silicon,Sports
P1607,Skipping Rope,Skipping Rope with high quality features for everyday use,Van Heusen,Grey,M,1513.79,Silicon,Sports
P1608,Yoga Mat,Yoga Mat with high quality features for everyday use,Nike,Red,6mm,2056.73,Mesh,Sports
P1609,Sandals,Sandals with high quality features for everyday use,boAt,Black,Full,2169.46,Plastic,Footwear
P1610,Yoga Mat,Yoga Mat with high quality features for everyday use,Puma,Brown,XL,2619.1,Wood,Sports
P1611,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Nike,Blue,M,375.66,Leather,Home Appliances
P1612,Cricket Bat,Cricket Bat with high quality features for everyday use,Sony,Brown,S,1610.35,Silicon,Sports
P1613,Sneakers,Sneakers with high quality features for everyday use,boAt,Brown,Full,724.82,Mesh,Footwear
P1614,Badminton Racket,Badminton Racket with high quality features for everyday use,Roadster,Yellow,Full,1441.77,Steel,Sports
P1615,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Van Heusen,Red,1.5L,2442.05,Silicon,Electronics
P1616,Smart Watch,Smart Watch with high quality features for everyday use,Van Heusen,Grey,N/A,694.52,Plastic,Electronics
P1617,Sweater,Sweater with high quality features for everyday use,Roadster,Yellow,S,551.94,Wood,Clothing
P1618,Backpack,Backpack with high quality features for everyday use,Nike,Black,XL,759.46,Mesh,Accessories
P1619,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Wildcraft,Grey,M,887.26,Wood,Home Appliances
P1620,Belt,Belt with high quality features for everyday use,Roadster,White,M,450.18,Rubber,Accessories
P1621,Belt,Belt with high quality features for everyday use,Nike,Grey,9,2177.55,Silicon,Accessories
P1622,Running Shoes,Running Shoes with high quality features for everyday use,boAt,Green,L,2486.03,Cotton,Footwear
P1623,Football,Football with high quality features for everyday use,boAt,Brown,6mm,1008.79,Plastic,Sports
P1624,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Samsung,Brown,1.5L,1138.75,Steel,Home Appliances
P1625,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,Red,1.5L,100.0,Leather,Sports
P1626,Wireless Headphones,Wireless Headphones with high quality features for everyday use,boAt,Grey,S,295.38,Rubber,Electronics
P1627,Football,Football with high quality features for everyday use,SG,Grey,9,1475.91,Cotton,Sports
P1628,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,Black,6mm,1916.95,Leather,Clothing
P1629,Skipping Rope,Skipping Rope with high quality features for everyday use,Puma,Yellow,6mm,1283.48,Cotton,Sports
P1630,Belt,Belt with high quality features for everyday use,SG,Red,6mm,1045.03,Leather,Accessories
P1631,Backpack,Backpack with high quality features for everyday use,SG,Blue,Full,1233.28,Rubber,Accessories
P1632,Backpack,Backpack with high quality features for everyday use,Philips,Grey,43inch,1487.9,Leather,Accessories
P1633,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,boAt,Grey,M,2283.59,Cotton,Clothing
P1634,Backpack,Backpack with high quality features for everyday use,boAt,Green,XL,2661.81,Cotton,Accessories
P1635,Running Shoes,Running Shoes with high quality features for everyday use,Sony,Green,1.5L,1902.63,Wood,Footwear
P1636,Toaster,Toaster with high quality features for everyday use,SG,Yellow,M,4045.54,Steel,Home Appliances
P1637,Power Bank,Power Bank with high quality features for everyday use,boAt,Black,43inch,936.43,Mesh,Electronics
P1638,Running Shoes,Running Shoes with high quality features for everyday use,Van Heusen,White,43inch,1624.65,Silicon,Footwear
P1639,LED TV,LED TV with high quality features for everyday use,Sony,Red,N/A,2593.55,Rubber,Electronics
P1640,Jacket,Jacket with high quality features for everyday use,Sony,Black,N/A,2307.55,Plastic,Clothing
P1641,Jeans,Jeans with high quality features for everyday use,Wildcraft,Red,S,1508.82,Plastic,Clothing
P1642,Blender,Blender with high quality features for everyday use,Wildcraft,Green,N/A,1466.17,Leather,Electronics
P1643,Watch,Watch with high quality features for everyday use,Nike,Grey,43inch,100.0,Plastic,Accessories
P1644,LED TV,LED TV with high quality features for everyday use,Wildcraft,Green,43inch,2701.54,Plastic,Electronics
P1645,Jeans,Jeans with high quality features for everyday use,Sony,White,6mm,852.56,Wood,Clothing
P1646,Blender,Blender with high quality features for everyday use,Van Heusen,Green,43inch,100.0,Cotton,Electronics
P1647,Yoga Mat,Yoga Mat with high quality features for everyday use,boAt,Green,M,100.0,Cotton,Sports
P1648,Running Shoes,Running Shoes with high quality features for everyday use,Sony,Brown,43inch,1627.19,Wood,Footwear
P1649,Laptop,Laptop with high quality features for everyday use,Philips,Brown,9,2076.18,Steel,Electronics
P1650,Iron,Iron with high quality features for everyday use,Sony,Green,1.5L,2070.95,Plastic,Home Appliances
P1651,Backpack,Backpack with high quality features for everyday use,Philips,Green,9,2442.42,Rubber,Accessories
P1652,Skipping Rope,Skipping Rope with high quality features for everyday use,Nike,Blue,N/A,3632.42,Rubber,Sports
P1653,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Sony,Green,M,100.0,Rubber,Clothing
P1654,Iron,Iron with high quality features for everyday use,Puma,White,9,2461.35,Silicon,Home Appliances
P1655,Sneakers,Sneakers with high quality features for everyday use,Samsung,Yellow,S,1230.18,Mesh,Footwear
P1656,Watch,Watch with high quality features for everyday use,Puma,Yellow,N/A,1083.0,Silicon,Accessories
P1657,Formal Shirt,Formal Shirt with high quality features for everyday use,SG,Green,43inch,1632.87,Steel,Clothing
P1658,Backpack,Backpack with high quality features for everyday use,Wildcraft,Yellow,1.5L,679.72,Rubber,Accessories
P1659,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,Black,M,1260.59,Leather,Home Appliances
P1660,Mixer Grinder,Mixer Grinder with high quality features for everyday use,boAt,Blue,XL,2268.46,Plastic,Home Appliances
P1661,Football,Football with high quality features for everyday use,Nike,Red,L,2293.37,Plastic,Sports
P1662,Leather Wallet,Leather Wallet with high quality features for everyday use,Van Heusen,Red,XL,830.33,Leather,Accessories
P1663,Sneakers,Sneakers with high quality features for everyday use,Nike,Red,6mm,1550.86,Wood,Footwear
P1664,Belt,Belt with high quality features for everyday use,Nike,White,N/A,598.9,Cotton,Accessories
P1665,Watch,Watch with high quality features for everyday use,Nike,Red,L,1592.09,Silicon,Accessories
P1666,Backpack,Backpack with high quality features for everyday use,Philips,Green,43inch,1569.67,Silicon,Accessories
P1667,LED TV,LED TV with high quality features for everyday use,Nike,Brown,43inch,1198.06,Mesh,Electronics
P1668,Yoga Mat,Yoga Mat with high quality features for everyday use,Puma,Green,N/A,1636.96,Wood,Sports
P1669,Leather Wallet,Leather Wallet with high quality features for everyday use,Nike,Green,M,2282.88,Silicon,Accessories
P1670,Belt,Belt with high quality features for everyday use,Nike,White,6mm,549.25,Steel,Accessories
P1671,Power Bank,Power Bank with high quality features for everyday use,Wildcraft,Brown,Full,100.0,Rubber,Electronics
P1672,Sandals,Sandals with high quality features for everyday use,Puma,Red,L,165.91,Rubber,Footwear
P1673,Power Bank,Power Bank with high quality features for everyday use,Samsung,Red,N/A,1521.79,Wood,Electronics
P1674,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Samsung,Blue,XL,1646.24,Silicon,Clothing
P1675,Sweater,Sweater with high quality features for everyday use,Sony,Brown,M,647.86,Cotton,Clothing
P1676,Sweater,Sweater with high quality features for everyday use,SG,Black,9,100.0,Steel,Clothing
P1677,Iron,Iron with high quality features for everyday use,Samsung,Black,XL,563.36,Rubber,Home Appliances
P1678,Football,Football with high quality features for everyday use,boAt,Black,N/A,100.0,Mesh,Sports
P1679,Backpack,Backpack with high quality features for everyday use,Puma,Black,L,493.24,Mesh,Accessories
P1680,Belt,Belt with high quality features for everyday use,SG,Brown,43inch,100.0,Silicon,Accessories
P1681,Blender,Blender with high quality features for everyday use,boAt,Black,Full,2630.06,Leather,Electronics
P1682,Jacket,Jacket with high quality features for everyday use,Roadster,White,M,1993.66,Steel,Clothing
P1683,Badminton Racket,Badminton Racket with high quality features for everyday use,Nike,Black,L,1651.29,Rubber,Sports
P1684,Sandals,Sandals with high quality features for everyday use,SG,Green,L,1940.64,Leather,Footwear
P1685,Leather Wallet,Leather Wallet with high quality features for everyday use,Roadster,Blue,N/A,2919.48,Silicon,Accessories
P1686,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Philips,White,Full,1605.41,Leather,Electronics
P1687,Jeans,Jeans with high quality features for everyday use,Puma,White,N/A,1416.8,Mesh,Clothing
P1688,Backpack,Backpack with high quality features for everyday use,Samsung,Black,9,1901.4,Plastic,Accessories
P1689,Mixer Grinder,Mixer Grinder with high quality features for everyday use,SG,Green,Full,1228.45,Cotton,Home Appliances
P1690,Sandals,Sandals with high quality features for everyday use,Roadster,Brown,N/A,100.0,Steel,Footwear
P1691,Belt,Belt with high quality features for everyday use,Nike,Green,6mm,3992.39,Mesh,Accessories
P1692,Sweater,Sweater with high quality features for everyday use,Samsung,Blue,6mm,3320.24,Mesh,Clothing
P1693,Cricket Bat,Cricket Bat with high quality features for everyday use,Puma,Blue,S,380.67,Leather,Sports
P1694,Laptop,Laptop with high quality features for everyday use,SG,Grey,43inch,2323.42,Rubber,Electronics
P1695,Blender,Blender with high quality features for everyday use,Puma,White,N/A,1591.58,Leather,Electronics
P1696,Blender,Blender with high quality features for everyday use,Van Heusen,Brown,S,437.95,Plastic,Electronics
P1697,Backpack,Backpack with high quality features for everyday use,Roadster,Brown,43inch,2407.23,Steel,Accessories
P1698,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Brown,S,1508.98,Wood,Home Appliances
P1699,Sweater,Sweater with high quality features for everyday use,Puma,Brown,N/A,753.35,Cotton,Clothing
P1700,Watch,Watch with high quality features for everyday use,Roadster,Green,XL,2392.72,Leather,Accessories
P1701,Sandals,Sandals with high quality features for everyday use,Sony,White,1.5L,2362.77,Cotton,Footwear
P1702,Jeans,Jeans with high quality features for everyday use,SG,Grey,S,1385.24,Mesh,Clothing
P1703,Laptop,Laptop with high quality features for everyday use,Sony,Grey,9,100.0,Plastic,Electronics
P1704,Toaster,Toaster with high quality features for everyday use,Philips,Brown,Full,268.76,Rubber,Home Appliances
P1705,Formal Shoes,Formal Shoes with high quality features for everyday use,SG,Green,L,1884.65,Cotton,Footwear
P1706,Jacket,Jacket with high quality features for everyday use,Van Heusen,Brown,L,2029.73,Steel,Clothing
P1707,Jacket,Jacket with high quality features for everyday use,Van Heusen,Yellow,L,3930.14,Mesh,Clothing
P1708,Sandals,Sandals with high quality features for everyday use,Philips,White,Full,2351.86,Plastic,Footwear
P1709,Iron,Iron with high quality features for everyday use,Philips,Black,S,261.31,Plastic,Home Appliances
P1710,Cricket Bat,Cricket Bat with high quality features for everyday use,Van Heusen,Blue,S,1902.8,Leather,Sports
P1711,Power Bank,Power Bank with high quality features for everyday use,Philips,Yellow,Full,1490.4,Cotton,Electronics
P1712,Skipping Rope,Skipping Rope with high quality features for everyday use,Sony,Green,Full,2785.35,Steel,Sports
P1713,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,White,M,2026.99,Rubber,Footwear
P1714,Iron,Iron with high quality features for everyday use,Sony,Yellow,N/A,1216.45,Mesh,Home Appliances
P1715,Running Shoes,Running Shoes with high quality features for everyday use,Samsung,Black,6mm,2355.06,Steel,Footwear
P1716,Jeans,Jeans with high quality features for everyday use,Van Heusen,Yellow,XL,2402.16,Wood,Clothing
P1717,Cricket Bat,Cricket Bat with high quality features for everyday use,boAt,Green,43inch,800.97,Silicon,Sports
P1718,Running Shoes,Running Shoes with high quality features for everyday use,Puma,Green,Full,622.06,Silicon,Footwear
P1719,Sandals,Sandals with high quality features for everyday use,Puma,Blue,1.5L,445.69,Cotton,Footwear
P1720,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Van Heusen,Red,Full,799.35,Rubber,Clothing
P1721,Backpack,Backpack with high quality features for everyday use,SG,White,43inch,1665.9,Plastic,Accessories
P1722,LED TV,LED TV with high quality features for everyday use,Samsung,Blue,XL,3458.1,Silicon,Electronics
P1723,Iron,Iron with high quality features for everyday use,Philips,Grey,S,915.23,Leather,Home Appliances
P1724,Leather Wallet,Leather Wallet with high quality features for everyday use,boAt,Brown,Full,1018.52,Steel,Accessories
P1725,Jeans,Jeans with high quality features for everyday use,Puma,Red,N/A,2192.34,Leather,Clothing
P1726,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Samsung,Green,Full,2182.39,Steel,Home Appliances
P1727,Laptop,Laptop with high quality features for everyday use,Van Heusen,Red,Full,1101.43,Silicon,Electronics
P1728,Formal Shoes,Formal Shoes with high quality features for everyday use,Wildcraft,Blue,1.5L,497.49,Cotton,Footwear
P1729,Football,Football with high quality features for everyday use,Philips,Green,L,256.78,Plastic,Sports
P1730,Jeans,Jeans with high quality features for everyday use,Nike,Grey,6mm,2974.69,Cotton,Clothing
P1731,Running Shoes,Running Shoes with high quality features for everyday use,Samsung,White,Full,1564.72,Leather,Footwear
P1732,Toaster,Toaster with high quality features for everyday use,Philips,Green,L,2889.57,Mesh,Home Appliances
P1733,Toaster,Toaster with high quality features for everyday use,Van Heusen,Brown,M,2571.38,Cotton,Home Appliances
P1734,Toaster,Toaster with high quality features for everyday use,SG,Yellow,9,1057.62,Silicon,Home Appliances
P1735,Formal Shoes,Formal Shoes with high quality features for everyday use,SG,Grey,9,1276.54,Cotton,Footwear
P1736,Formal Shirt,Formal Shirt with high quality features for everyday use,Van Heusen,Brown,N/A,1563.27,Mesh,Clothing
P1737,Blender,Blender with high quality features for everyday use,Roadster,Brown,1.5L,1540.25,Wood,Electronics
P1738,Smart Watch,Smart Watch with high quality features for everyday use,Nike,Black,XL,705.72,Cotton,Electronics
P1739,Skipping Rope,Skipping Rope with high quality features for everyday use,SG,Green,9,100.0,Silicon,Sports
P1740,Formal Shoes,Formal Shoes with high quality features for everyday use,boAt,White,L,1302.67,Wood,Footwear
P1741,Iron,Iron with high quality features for everyday use,Roadster,White,XL,100.0,Wood,Home Appliances
P1742,Sandals,Sandals with high quality features for everyday use,Puma,Blue,43inch,100.0,Cotton,Footwear
P1743,Formal Shirt,Formal Shirt with high quality features for everyday use,boAt,Blue,L,1385.23,Plastic,Clothing
P1744,Football,Football with high quality features for everyday use,Sony,Red,6mm,528.24,Wood,Sports
P1745,Formal Shirt,Formal Shirt with high quality features for everyday use,Puma,Black,6mm,100.0,Leather,Clothing
P1746,Smart Watch,Smart Watch with high quality features for everyday use,Wildcraft,Grey,L,1291.42,Leather,Electronics
P1747,Formal Shoes,Formal Shoes with high quality features for everyday use,Roadster,Grey,43inch,3293.82,Mesh,Footwear
P1748,Watch,Watch with high quality features for everyday use,Van Heusen,Green,S,1471.43,Silicon,Accessories
P1749,Yoga Mat,Yoga Mat with high quality features for everyday use,Roadster,Brown,S,457.61,Mesh,Sports
P1750,Blender,Blender with high quality features for everyday use,Sony,Green,6mm,3192.68,Rubber,Electronics
P1751,Formal Shirt,Formal Shirt with high quality features for everyday use,SG,Blue,9,1538.0,Wood,Clothing
P1752,Sandals,Sandals with high quality features for everyday use,Philips,White,43inch,1169.04,Leather,Footwear
P1753,Sandals,Sandals with high quality features for everyday use,Sony,Grey,43inch,1300.43,Mesh,Footwear
P1754,Leather Wallet,Leather Wallet with high quality features for everyday use,Roadster,Blue,6mm,1869.68,Steel,Accessories
P1755,Cricket Bat,Cricket Bat with high quality features for everyday use,Roadster,Green,6mm,1927.61,Silicon,Sports
P1756,Running Shoes,Running Shoes with high quality features for everyday use,Sony,Green,M,100.0,Silicon,Footwear
P1757,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,boAt,Red,9,411.89,Silicon,Clothing
P1758,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,SG,Red,L,1741.54,Mesh,Home Appliances
P1759,Smart Watch,Smart Watch with high quality features for everyday use,Philips,White,M,100.0,Plastic,Electronics
P1760,Iron,Iron with high quality features for everyday use,Roadster,White,43inch,405.84,Cotton,Home Appliances
P1761,Toaster,Toaster with high quality features for everyday use,Sony,Grey,M,894.64,Leather,Home Appliances
P1762,Yoga Mat,Yoga Mat with high quality features for everyday use,Wildcraft,Black,43inch,100.0,Leather,Sports
P1763,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Roadster,Yellow,9,100.0,Rubber,Clothing
P1764,Backpack,Backpack with high quality features for everyday use,Roadster,Green,N/A,2246.64,Cotton,Accessories
P1765,Blender,Blender with high quality features for everyday use,SG,Red,XL,782.83,Rubber,Electronics
P1766,Toaster,Toaster with high quality features for everyday use,Van Heusen,Grey,Full,2552.14,Plastic,Home Appliances
P1767,Sandals,Sandals with high quality features for everyday use,boAt,Green,6mm,887.89,Silicon,Footwear
P1768,Leather Wallet,Leather Wallet with high quality features for everyday use,Nike,Green,1.5L,2589.03,Steel,Accessories
P1769,Sandals,Sandals with high quality features for everyday use,Samsung,White,XL,2572.13,Leather,Footwear
P1770,Yoga Mat,Yoga Mat with high quality features for everyday use,Samsung,Yellow,Full,2439.53,Rubber,Sports
P1771,Jacket,Jacket with high quality features for everyday use,Sony,Black,9,3031.7,Steel,Clothing
P1772,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Green,XL,1041.88,Leather,Footwear
P1773,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Wildcraft,Red,1.5L,1299.57,Steel,Clothing
P1774,Watch,Watch with high quality features for everyday use,Nike,Yellow,9,590.92,Mesh,Accessories
P1775,Football,Football with high quality features for everyday use,Roadster,Yellow,1.5L,100.0,Steel,Sports
P1776,Formal Shirt,Formal Shirt with high quality features for everyday use,Sony,Yellow,M,909.02,Cotton,Clothing
P1777,Formal Shoes,Formal Shoes with high quality features for everyday use,Nike,Blue,N/A,599.14,Silicon,Footwear
P1778,Sweater,Sweater with high quality features for everyday use,Puma,White,Full,100.0,Leather,Clothing
P1779,LED TV,LED TV with high quality features for everyday use,boAt,White,Full,100.0,Leather,Electronics
P1780,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Samsung,Green,Full,3140.58,Wood,Home Appliances
P1781,Jacket,Jacket with high quality features for everyday use,Philips,Black,L,2856.17,Silicon,Clothing
P1782,Football,Football with high quality features for everyday use,SG,Black,6mm,1673.81,Silicon,Sports
P1783,Sweater,Sweater with high quality features for everyday use,Philips,Blue,S,163.64,Rubber,Clothing
P1784,Power Bank,Power Bank with high quality features for everyday use,boAt,Yellow,6mm,2379.57,Mesh,Electronics
P1785,Sneakers,Sneakers with high quality features for everyday use,Samsung,Yellow,6mm,645.51,Steel,Footwear
P1786,Jeans,Jeans with high quality features for everyday use,Puma,Red,1.5L,1929.99,Silicon,Clothing
P1787,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Yellow,Full,555.81,Rubber,Home Appliances
P1788,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Grey,M,1452.05,Wood,Accessories
P1789,Backpack,Backpack with high quality features for everyday use,Van Heusen,Grey,XL,2612.55,Wood,Accessories
P1790,Sweater,Sweater with high quality features for everyday use,Roadster,Blue,43inch,908.83,Wood,Clothing
P1791,Watch,Watch with high quality features for everyday use,Van Heusen,Black,9,652.09,Steel,Accessories
P1792,Formal Shoes,Formal Shoes with high quality features for everyday use,Nike,Black,XL,3076.8,Leather,Footwear
P1793,Running Shoes,Running Shoes with high quality features for everyday use,Nike,Green,1.5L,1443.57,Rubber,Footwear
